Data,Hora,tempSubst,tempSolo,umidAmb,tempAmb,umidGas,tempGas,decDeBiogas,volumeTotal
2021-07-01,00:13:21,15.19,16,94.900000000000006,4.2999999999999998,97.109999999999999,1.8799999999999999,0,0
2021-07-01,00:28:06,15.19,16,93.400000000000006,3.8999999999999999,97.060000000000002,1.8100000000000001,0,0
2021-07-01,00:43:17,15.19,16,94.5,3.7000000000000002,97.079999999999998,1.6399999999999999,0,0
2021-07-01,00:58:13,15.19,16,93.400000000000006,3.7999999999999998,97.290000000000006,1.7,0,0
2021-07-01,01:13:20,15.19,16,94.5,3.3999999999999999,97,1.3999999999999999,0,0
2021-07-01,01:28:18,15.19,16,94.400000000000006,3.5,97.129999999999995,1.3700000000000001,0,0
2021-07-01,01:59:17,15.19,16,94.400000000000006,3.1000000000000001,97.290000000000006,1.3200000000000001,0,0
2021-07-01,02:29:16,15.19,16,94.799999999999997,3.1000000000000001,97.230000000000004,1.1200000000000001,0,0
2021-07-01,02:44:21,15.19,16,94.099999999999994,3.8999999999999999,97.959999999999994,1.6599999999999999,0,0
2021-07-01,02:59:16,15.19,16,93.900000000000006,4.5999999999999996,98.200000000000003,2.54,0,0
2021-07-01,03:14:21,15.19,16,94.200000000000003,4.9000000000000004,98.099999999999994,3.1699999999999999,0,0
2021-07-01,03:44:12,15.19,16,93.700000000000003,5.5999999999999996,98.099999999999994,3.9700000000000002,0,0
2021-07-01,03:59:15,15.19,16,93,5.7000000000000002,98,4.2199999999999998,0,0
2021-07-01,04:14:17,15.19,16,93.099999999999994,5.5999999999999996,98.049999999999997,4.4100000000000001,0,0
2021-07-01,04:29:20,15.19,16,94,6,98.230000000000004,4.5899999999999999,0,0
2021-07-01,04:44:14,15.19,16,94.400000000000006,6.2000000000000002,98.329999999999998,4.9699999999999998,0,0
2021-07-01,04:59:17,15.19,16,94.799999999999997,6.5999999999999996,98.310000000000002,5.2599999999999998,0,0
2021-07-01,05:14:20,15.19,16,93.900000000000006,6.5999999999999996,98.230000000000004,5.4699999999999998,0,0
2021-07-01,05:29:21,15.19,16,95.700000000000003,6.4000000000000004,97.969999999999999,5.0800000000000001,0,0
2021-07-01,05:44:16,15.19,16,95.099999999999994,6.0999999999999996,97.939999999999998,4.79,0,0
2021-07-01,05:59:19,15.19,16,94.900000000000006,6.0999999999999996,98.230000000000004,4.8600000000000003,0,0
2021-07-01,06:14:19,15.19,16,94.900000000000006,6.0999999999999996,98.129999999999995,4.9100000000000001,0,0
2021-07-01,06:44:24,15.19,15.94,94.900000000000006,5.7999999999999998,97.909999999999997,4.4400000000000004,0,0
2021-07-01,06:59:25,15.19,16,96.200000000000003,6.0999999999999996,98.180000000000007,4.3200000000000003,0,0
2021-07-01,07:14:19,15.19,15.94,96.700000000000003,6.5,98.329999999999998,4.4199999999999999,0,0
2021-07-01,07:29:22,15.19,15.94,94.799999999999997,6,98.019999999999996,4.3200000000000003,0,0
2021-07-01,07:44:26,15.19,15.94,95.200000000000003,6.5999999999999996,98.599999999999994,4.8099999999999996,0,0
2021-07-01,07:59:19,15.19,15.94,94.200000000000003,7.4000000000000004,98.799999999999997,5.4299999999999997,0,0
2021-07-01,08:14:22,15.19,15.94,94.400000000000006,7.7999999999999998,98.620000000000005,5.9100000000000001,0,0
2021-07-01,08:29:23,15.19,15.94,94.400000000000006,7.7999999999999998,98.439999999999998,6.0199999999999996,0,0
2021-07-01,08:44:22,15.19,15.94,90.900000000000006,9.8000000000000007,98.829999999999998,6.3300000000000001,0,0
2021-07-01,08:59:22,15.19,15.94,88,10.6,99.060000000000002,7.0999999999999996,0,0
2021-07-01,09:14:22,15.19,15.94,85.099999999999994,12,99.189999999999998,8.1500000000000004,0,0
2021-07-01,09:29:22,15.19,15.94,85.799999999999997,11.699999999999999,99.709999999999994,9.9800000000000004,0,0
2021-07-01,09:44:12,15.19,15.94,84.599999999999994,12.300000000000001,99.75,11.6,0,0
2021-07-01,10:15:16,15.19,15.94,80.900000000000006,13.699999999999999,99.670000000000002,15.18,0,0
2021-07-01,10:45:19,15.19,15.94,79,14.5,98.870000000000005,16.93,0,0
2021-07-01,11:00:20,15.19,15.94,79.599999999999994,14.4,98.349999999999994,17.129999999999999,0,0
2021-07-01,11:15:21,15.19,15.94,79,14.800000000000001,98.359999999999999,17.399999999999999,0,0
2021-07-01,11:30:18,15.19,15.94,78.799999999999997,14.6,97.650000000000006,17.02,0,0
2021-07-01,12:00:20,15.19,15.94,76.900000000000006,15.6,98.159999999999997,18.260000000000002,0,0
2021-07-01,12:15:18,15.19,15.94,78,15.199999999999999,97.530000000000001,18.48,0,0
2021-07-01,12:45:13,15.19,15.94,76.700000000000003,15.699999999999999,97.5,18.469999999999999,0,0
2021-07-01,13:00:21,15.19,15.94,75.900000000000006,16,97.439999999999998,18.640000000000001,0,0
2021-07-01,13:15:19,15.19,15.94,77.599999999999994,15.9,97.599999999999994,18.739999999999998,0,0
2021-07-01,13:30:25,15.19,15.94,78.5,15.699999999999999,97.450000000000003,38.68,0,0
2021-07-01,13:45:24,15.19,15.94,79.299999999999997,15.699999999999999,97.959999999999994,17.960000000000001,0,0
2021-07-01,14:00:21,15.19,15.94,80.799999999999997,15.9,97.590000000000003,16.989999999999998,0,0
2021-07-01,14:30:17,15.19,15.94,78.099999999999994,15.300000000000001,97.140000000000001,16.260000000000002,0,0
2021-07-01,14:45:25,15.19,15.94,76.5,16.199999999999999,97.849999999999994,18.66,0,0
